image_id,class_id,x_min,y_min,x_max,y_max
02c82f4c59af8bb89c0baca937b1b7da,14,,,,
02cb781fd08fe2d7a6a56407daf2872b,14,,,,
02cbfa27d9e4b1d8c279932cd82e0730,14,,,,
02cdc15120fca8e0ee1065c0a3153f06,14,,,,
02d78076ba349f56b20f3467af61ef58,14,,,,
02ee00905d908d39419eb2391b5c6f35,14,,,,
02f48a4f3bcfa77917203130505a12fc,14,,,,
02f6df6f5c4666cdbfeae7901b913187,14,,,,
02fb30c1dd4e6ba448c8bbe4685b77ae,14,,,,
0302ee5d111875b1ed05dd6630404c6d,14,,,,
0304212405f7474d54f89d76f3d8912b,14,,,,
031625d57b5e9a5c8bcd7b9a82246fcb,14,,,,
031f23b4a8658fe9b4fc18007cc95851,14,,,,
032111ac5bb2e0cbb9a22745a77eef8f,14,,,,
0325dcb3ad5f33f107e850fcdd6e5b4f,14,,,,
032993869b3b33cdc46ec374855c19a0,14,,,,
032c81fae916e932002387494a7d7c7b,14,,,,
0335eb5b09f03f1a943d5335d7fa129d,14,,,,
033bc3846ebbf668b702a5719f966fb5,14,,,,
033d34dc31e0ee291d11af204c9376d5,14,,,,
033ff76227ffb160868813782a3c3a1a,14,,,,
0343e7f7e9e4cc1ac974ab130d46eafa,14,,,,
0344c63913224cf62e3d8bcd5dd93a9b,14,,,,
035dcbac2fa931002bde1f9853c4a30a,14,,,,
036161ca6aa4daa43cc3bc55602e8960,14,,,,
0369e9cbb6e58086d59ed621987b65d8,14,,,,
036b25227b09494cafad4c22570fb7a1,14,,,,
036e52a7979b27826f67bde01b2bf725,14,,,,
0370b082971fe47663fedaf76fa5e492,14,,,,
03734851475ddbff6572830b84dcc761,14,,,,
0374fce70f4509038c6a4336cb4d2f29,14,,,,
038a29d3e340d8ab60644826c14596db,14,,,,
0390f10c619ee7ba413ed53ac9ac647c,14,,,,
03957d68be8743b115c7b9a48efcca27,14,,,,
039d7ffa518b105dabbeca84d7b7753c,14,,,,
03a3ed42ca92c02bfdff57a91f4dbf4d,14,,,,
03a66c919172a500cea51763d9a22f56,14,,,,
03a6df9c2830d62c2b00a5fe5056d40d,14,,,,
03ac68dac6f0e4db18f2e74b3a2ae751,14,,,,
03afb1504eea39a3a1868dd8c050e313,14,,,,
03b6cf4974e7aa0a44ab5099afedec7d,14,,,,
03beac8cf895674349331c2484ab26da,14,,,,
03de7a52c6daf7b17cf84383debc2362,14,,,,
03e7c2196d3d56047e546e97468c76a4,14,,,,
03ec9ca738f579b956cb4af13efa155a,14,,,,
03f0e6bb0924540875b9ddd96705c184,14,,,,
040c4603d394992e4809c06b5f1d90c8,14,,,,
040c69444ceb71b8a9f714090f1175db,14,,,,
041664dfb960a15686d7e9c4c7b4fd73,14,,,,
041a2df8e7c2af2b0b1bb90bccb50a5e,14,,,,
0420bfcdd86ebbcd774d0cb7a087923c,14,,,,
042239d11ff7f47f1170b67f1cb5349d,14,,,,
0423124ca41c984335554a43267db7fa,14,,,,
042319fe9b28cf4dd1598a1881362d34,14,,,,
0424e80c4f0cae6ea9e65efeed75d5d0,14,,,,
04286f639e2e469cc758bcf58feb867e,14,,,,
0428eb1ea4b373245cfc3934cde6d55a,14,,,,
042dafdd2ec468835d672cb01f5dd136,14,,,,
04494b3ea2a46c6204620592419352db,14,,,,
044faebbc12b24b24f6e88abc95f4801,14,,,,
0452ab5ee9d46606d5d6fbcf5a206eee,14,,,,
04567b340b3bd68a89d6c0b155d263a6,14,,,,
0459d43804df005b79d9b248690cf777,14,,,,
045cf248fcf9ac153e3c9586d1c70229,14,,,,
045fe806619a89d8c588c0c02c5bd241,14,,,,
0466444c23edb8510c348ce84e570e94,14,,,,
0466e4e4152453a378154e24994e40c7,14,,,,
046c58187c0ca245b8b5408ec3575949,14,,,,
046f839448acd6994ce6bb518656258d,14,,,,
04717c6776396c84dd605d8889a635c5,14,,,,
04738c36453aa559b68043a2b2d00f7f,14,,,,
0478932c2e3ef9f5492e38b52bfc5d94,14,,,,
047fea7da3a8a8336939e9ae765e8406,14,,,,
048d00bcebe732fb053aa3ead33d8064,14,,,,
049223b782fa4f7ca4f4f1f175fc9fd9,14,,,,
049a2b96bf575f6fad12b576d3aae44c,14,,,,
049e258c0250ad270644ca9074cdbc5c,14,,,,
04a01c0728db27ddb9d284ca99aac9a2,14,,,,
04aeb7f7ca32c075b520c28583adabb2,14,,,,
04b9ab18b6f46ff112d864a245ee3c04,14,,,,
04ba2dd9ef21bb193b07b7025ffd45e7,14,,,,
04bf8b28859a541087d3186c932e27e6,14,,,,
04c193ff7be9b8b895fa10e3a20bb6ad,14,,,,
04d8c516c82ccf6d54c4f4ade2cd9417,14,,,,
04e78baf5f049a01b6b4f9a14f0b7c78,14,,,,
04f2409cb10dda9e308d37ec4f889eb4,14,,,,
04f3e0ba1b46a723e88d7331f5e21419,14,,,,
04fd89a35648f61485c02b90454bf246,14,,,,
0505b45c54f4bc77ecb22ffe71b29ed8,14,,,,
0505cbd875480c2f88d2e470f4c90b3b,14,,,,
05067a8b46cbf6e4cfa6080ee97ac981,14,,,,
0506ee0b2a39c2caf6685ee72ebabb9e,14,,,,
05091dc13df663abfa0144b15276fb44,14,,,,
050d07286aa834740b535d3aea87e013,14,,,,
0511640ec15281c29b396689471340dd,14,,,,
0512ed00fe622b41f1959d354138f192,14,,,,
0533afec465c6a68efb7df00e5332b40,14,,,,
0543f117f2447ea6552481b57d1259a8,14,,,,
0551db8af443829de9cfc1770eb15977,14,,,,
0555c4d61c2a897653377312f2c14b4f,14,,,,
055859485d697b38ee46da1ab68e5f50,14,,,,
0564bdb6bbd81f2315d29c96aad37958,14,,,,
05654196490c675a03f8a30cdea330fc,14,,,,
056a902e6cae674460ebd4919a607b45,14,,,,
056c4d8c3a338b66ea0247bc5e0237c4,14,,,,
0570e5d8e3e4532ca90597a979d1e7ff,14,,,,
0570ff53716dc31ce7979aaf7e1691c7,14,,,,
0577720478795501b0c510ddeb729ecd,14,,,,
057c60e970f445a969dca914ab8d1b8e,14,,,,
057fb23418bbab7f82689ab76a54cbac,14,,,,
058714deae1e656a0632a9ed19e262b9,14,,,,
0588c987e1c1919569c4bf005bdf7398,14,,,,
058fab57c813368cb0e2fb91484d9ec6,14,,,,
059bf541e8754826c52b7184a52f3446,14,,,,
05a1b049aade6b9e9ce1209a31e62a5f,14,,,,
05aae40e8904366f92a7f738d7533338,14,,,,
05b13ce73a727aefbb323d543426fb9b,14,,,,
05b42653897fa9739366a25612f1eb08,14,,,,
05ba77b1cf87cd4597d988581f269b44,14,,,,
05c9d4438807f4ecbbea5be0c60e6ec6,14,,,,
05ca9b3be8bc8240cef9a387a5a06785,14,,,,
05cf1a6a9865043c51e6155474f11f81,14,,,,
05d1b84871feea216485eb3ad14633d8,14,,,,
05d3315aef94ddf37fe9c4886816a702,14,,,,
05d92b99575f75e64e0c0e7293c13803,14,,,,
05dc427060325263843c57a04aeee7ed,14,,,,
05e1efa511adb8c1e2631b13734031d1,14,,,,
05e560d65da399f4310a51c5bc7f44d8,14,,,,
05ea0fb3ee5e5ca0b523e1fdf1a883d6,14,,,,
05ebb3c5e091a8322a50672d478d117e,14,,,,
05ee3741c4523f2265a0dc3c1b69d529,14,,,,
05f3c5986c9c49c6f04d4e15fa01a785,14,,,,
05ffd2cd8b2bac6296b63f1085032419,14,,,,
0615151ee49a727a15e49e8a531b47c3,14,,,,
06286730d9f827c188ce4af565f09c6a,14,,,,
062a20d74974867cb8f6a100972d3426,14,,,,
0631f989ecd1aa969446b981710bb0e2,14,,,,
063319de25ce7edb9b1c6b8881290140,14,,,,
0638e38d1d2648eadb7cf9b92a0130cc,14,,,,
0647eec06157a83b524df13f045d1fd7,14,,,,
064a05cb72c83c2ac552078ef6060cc0,14,,,,
065656acda64a18d7e0cb588b9823a5a,14,,,,
065e7a6c7c848aa3f17ae034e7fbec23,14,,,,
06632edb4a24bf2935ace8859d0134da,14,,,,
0669fb9cad9677ae93402dd6ef07af3d,14,,,,
066ca890a8f0511461d66d421e2ed2b9,14,,,,
067ccf7d0633b171dfdbf57d19e77227,14,,,,
067fbe5569cedead356fae1e77165b45,14,,,,
0683913284e5859d1d2e3e9f01e07ceb,14,,,,
069d41d3e346a6333fe53c5e7ff83cd5,14,,,,
06a21aefd2f5e5ece6397e5fc10860b1,14,,,,
06a8441fb50ec661dd4eff6e81099d5c,14,,,,
06a99b2b11aa921a40c073a64c6ad395,14,,,,
06aa6df528aa6ed39e732b186b38b915,14,,,,
06b2f3ff0d667703ab66052b1616a302,14,,,,
06b633b843dba6822eec95206d086dd7,14,,,,
06b805ae2b70b172add6df8dae94fff2,14,,,,
06ba60d8ce256b3edecbb31323e37576,14,,,,
06bea3c168800ffe67be48d02ffd384e,14,,,,
06c03e3939bd4349223c84fc98cb96b1,14,,,,
06c4364c837021fda2868310025cbb4b,14,,,,
06c585d390e6e6ddd213f2715c367601,14,,,,
06c59659f6124062db8bda3d7ef038c3,14,,,,
06c60e030c4216ce9ef5c2ba8db919f0,14,,,,
06c69cf01de70640c23fddb47572b8dd,14,,,,
06d10ca6e4cdb661659f68e0a48a31ae,14,,,,
06d84d5df2221f299b1405a63b6701f3,14,,,,
06eda17e0e78b183fc71d46d32cefb5d,14,,,,
06eefcf8135f5253c975adb82276ec6a,14,,,,
06f864ba601b64bf44c312b2e5cdd894,14,,,,
06fb5119d9b405dc7f26140820025e73,14,,,,
07011dce1196d722a672c30918252dea,14,,,,
070ae34f8383711c1f6a1f97dc3786ff,14,,,,
0713d4d16867ae5c5215b86cb76083fc,14,,,,
071a18b42cbae65862b7fffae03134fa,14,,,,
0721d587dd8b168403df0a9e5d6ab6ec,14,,,,
07325facc2362d5ecd32c521edf8145b,14,,,,
073ebe231a40891d4f9c4cc3e70bc020,14,,,,
073fb0068960013841ae6c7d28d9c803,14,,,,
0740b2aadf9f282346e0d2142c619067,14,,,,
0740b61521fae0508311c834d2e78875,14,,,,
0740dd59179b3143d02c3a477aa65894,14,,,,
0742030431be6b6807b9ca0a7eefe127,14,,,,
07494843e43e308ec5b7ec0e9f0ad829,14,,,,
074b912f547435320e04f0e0cdd4ca20,14,,,,
075e3ffe9e45b20229acc18e2d618193,14,,,,
075eed8cc3d035092115398c521152ab,14,,,,
0760fe6c93bbd24e53213405de113a76,14,,,,
0768d99d77bf3a917fcf8069552508a1,14,,,,
0769ec72a79dcc0ceffb4d418ee5d5e4,14,,,,
07721069d7590cdac4891353316ed6c9,14,,,,
077c02e3854ba35e3279af36e518ff3c,14,,,,
07854dd260192cc96748dd3bfd61d51e,14,,,,
0786a13cabda003d621aa54c5b875fdf,14,,,,
078b40b11842c2df626d71a60e971f1b,14,,,,
078fc0b0a1eed8b7fd09eb6cbb5923e2,14,,,,
07921fbf3cc8835a541e39173e918ce7,14,,,,
07a5129d03938c17811a621b5665bb04,14,,,,
07a6d6a7b2a64306ac3544e7dd55c5e6,14,,,,
07a79abc9fc963ee9a7f36234e011c78,14,,,,
07aee7de1f86a98ae6c3c7d5df60374c,14,,,,
07b4b2f75dd4f9b0f9915d7063e798b8,14,,,,
07bbac2eee5b459e894b2f20faf8e3df,14,,,,
07c006b2e35c62d17d98b9482faf52b0,14,,,,
07c3a06d3617ad26847c00aadf719eb5,14,,,,
07c566b1b7520bbe9d785556872074cc,14,,,,
07c9ba701fe26c4d6de66965e4d35157,14,,,,
07cb6e153e67a71402250cafc92d3fe8,14,,,,
07cd31eb3e596d7ebc51d920beccd76a,14,,,,
07d11e1d02dd388c0310e73c54b17b18,14,,,,
07d161a3f322c9ea3cff9ed043349e4c,14,,,,
07d23125c1d7e97a968cdbe97122d9b7,14,,,,
07db18d326b0d42688d2cd922a6e02e9,14,,,,
07dead6ba9ef577c41b2ad5049f5e9cb,14,,,,
07dfe44d410caed5497120ebef07b348,14,,,,
07e5378ad3928091c08dded1f6b5353d,14,,,,
07eb2311cb7791dc47b03edfb9c357d8,14,,,,
07f9314c9eec5959eafb3c511ac97cc8,14,,,,
0806c77b8d7f8577cd0af9613db9299c,14,,,,
0812e5efe41ac63eb29583269843d8e2,14,,,,
0817e0cb5b16715d3d4032eca93234e0,14,,,,
081f985086b569c68f9a1fa0278187f4,14,,,,
082155fdae6472bf90d0e0a70f83c744,14,,,,
0839c18bb2ca5053a556c6008ba5ec79,14,,,,
083eb3c3a0d02b6c3de4901d69e39b52,14,,,,
08442bce192528f64b24ec9222f44044,14,,,,
084c1a06136415cf5422e5216186f30f,14,,,,
084d6ba53daee0228fad47e3d3b4cd0a,14,,,,
0850bf4d0056a34dc0ba6c1c63fc7d2e,14,,,,
085924d80d57f282c294b8bd59cbd1e3,14,,,,
0869979aecc3eab8090a328fcd97dde1,14,,,,
086a51e48347510728864ffed276ec1f,14,,,,
08745659f524c26b2a70536b3938bf09,14,,,,
0885a49e00250499aa19b3f21be0904a,14,,,,
088869b047b7336c8d31bea5cf10cf24,14,,,,
0889de8637d252e22dd1ce522f5ea672,14,,,,
088f38c1f4f9d953bd85bbc6fae73f67,14,,,,
0890c2d68d17561848b25c61fb1da200,14,,,,
089107073978c064c53772de534abd1c,14,,,,
08937602fb8e0a3e27a87844d1b126ff,14,,,,
089a1c26766c10e2d8c4cdb86ed769dc,14,,,,
08bfaf4eb9083ae2e047ad0e61ae7580,14,,,,
08c182c884fec1fad1b1e4a19d482acf,14,,,,
08ca5715d79a32bb574d28b34c0ed052,14,,,,
08d0eab34ea5bab14e7e56dabafcdb7f,14,,,,
08d348d8be4861efbf70a92ca86b8465,14,,,,
08daf3cf9bcf3d306ad08dbb9a53f4f2,14,,,,
08eae737d6de0db70d4bcb02b799cd02,14,,,,
08f362b8c0da181ca414c58e52555c64,14,,,,
08f4d0d827ef5216c35362812eeae644,14,,,,
08f84015dd3811451c7a99f3357480be,14,,,,
0900f93acb9f42caa354036b6453816d,14,,,,
0902a07255f28d5d15a24214761c743c,14,,,,
090c217ff0664a8cfc1a382cacad32bb,14,,,,
09125244cb0f0db65b66ce7f33fa02c8,14,,,,
0924d4feb44b089213370a578a5bfded,14,,,,
0924f6ef94d465be6a2ced6579726448,14,,,,
092573182f723f671a3d4566ab052921,14,,,,
092d380367a75cbbea280ef3d1f2c711,14,,,,
092f49f51e7c90f0286baece053295a6,14,,,,
093a21385d162d81f65583c0133ecf12,14,,,,
093b519e943397a88b4067339ebffa5d,14,,,,
093e0876aa291878d6725561b08addcc,14,,,,
095afb9593cba8a56173554c7d800a15,14,,,,
09619c3dab17ec42ccbd87d29e0e05d6,14,,,,
096f214b3f16d0d36d17a3cb128c19a7,14,,,,
09718eae273ebf9f6cb11ed3134cf1d9,14,,,,
097a4ae17c881ac6a40d56d0c80e1a71,14,,,,
0988741921b6152fb971455a4fd57a7c,14,,,,
098dbc2e6f9cc6d646fb0720cf80789c,14,,,,
0999a23a7982827edaf16f0244d2e2d7,14,,,,
09a7d6ecaa44bfdb43371ad6f203ac93,14,,,,
09b3f58371e614ff88790458a010bb22,14,,,,
09bfc6f65587faf1301682ab372f74a5,14,,,,
09c83d8233d51cc43ac2af361e0662ae,14,,,,
09cd361cf999660b8bfc4c5833875d21,14,,,,
09d0e96d821aa1a94c1c33f6325ed851,14,,,,
09db1fa1b7d13702536a3d244e2e086e,14,,,,
09e0a73c91c615581fe4097ce3ae2e09,14,,,,
09e1e8ad685b4d843457c37fb071d3c9,14,,,,
09e8730a4d9f18fc366bb049bb5b493a,14,,,,
09e8d1f0104d36f9ae500392d1cd2086,14,,,,
09ea9c40b1ee28b4712aec08f108a0c8,14,,,,
09ebaedff630f8fa4d5d752f0beb34f2,14,,,,
09f575260ca3169ad362eb82a5e66349,14,,,,
09f726dbbb439ad1f363dd7d55f17f28,14,,,,
09fcb37b4bf132c373ae0435f13fa059,14,,,,
09ffc5c9e63ae4cbf70e31a5db164114,14,,,,
0a01e85a77546c597ca87cd04e922a31,14,,,,
0a0b773c653cea6653a1e02faf1566a5,14,,,,
0a1665762c67817e64f4cbee1c79b44f,14,,,,
0a18ba620458e09504405e6a0a79ce2e,14,,,,
0a191458e89dd7016e2032e9898bb5f8,14,,,,
0a212b35778c1bce896d4574124c6441,14,,,,
0a26a07d95ed851cdfc7f55f44e2ba77,14,,,,
0a2a1f3849c4b41e6d6715bb919c158a,14,,,,
0a2afec0536af1dde1f5468980cf4cbf,14,,,,
0a3022286196be410476be6b60733b43,14,,,,
0a380c45055b031c116507bdc5acff33,14,,,,
0a3b8d3f979c06dc7b8ff6cf1f9343e4,14,,,,
0a404541211c7910862e886772e31ae4,14,,,,
0a466b4369d04de6d5a339f57f605765,14,,,,
0a475ad0b37bba0c638bbbe2ee5d355d,14,,,,
0a4d6ab40e013041bc8a6d2ed5426316,14,,,,
0a5da3b480ea895bafe976f54050c9f1,14,,,,
0a695a94168b32705b91779586c6b2e7,14,,,,
0a75c2f2e7bc1090077b8ef4aeeeacce,14,,,,
0a7aec5bd4485a6f5b67e53a8636305c,14,,,,
0a80df703ea62ce2c98aab7e6cd995c8,14,,,,
0a8b7a6bc6b604bd67eff9d5258b959a,14,,,,
0a8d69d1c45bece901929db269a5e6cf,14,,,,
0a8df2eb98d3c1cec5200c9b2a6132f2,14,,,,
0a8e6cb00c56ff52e3489ccd6305a758,14,,,,
0a8e835f9864b88429863f285c11078d,14,,,,
0a9304d103869d45553070a5717cf82f,14,,,,
0a953437a2627f2080cc6c8c5939d59b,14,,,,
0a995008837cb48086dfe044a726f355,14,,,,
0aa04c0bff3f7c0d1bd97c41d0c14bd5,14,,,,
0aa75e34705ae441a95c2869469c0f31,14,,,,
0aa9ffc4b4bbe561e983be219497240b,14,,,,
0aabf7009dcd5866ab3e0b10a44ad91c,14,,,,
0ab324eecf351387034be4da9faddb07,14,,,,
0ab8c789c5bd3e97a62507d760e02e90,14,,,,
0abc9663ba5cfb779dbc26960dbc5b81,14,,,,
0ac148392d4a9e42884f178cd8de015a,14,,,,
0ac15450c8868c52521cd9bb4c3f74a7,14,,,,
0acad710903d144db1ed35a1fee56993,14,,,,
0acfd24d0d78cb27f1a97c5d89e43050,14,,,,
0ad8663c40dedf625c03ecc586af5c52,14,,,,
0ad8d7f0f8a9bc784c8bb38e50a63beb,14,,,,
0ad98c531de3616cc63a92d6cf871494,14,,,,
0ada863fb878555ffd8dbd34e2496f76,14,,,,
0ae12e31674667003309519e5f98304a,14,,,,
0ae3eb69e2179773256718264fa199b4,14,,,,
0ae5b1fd17fa6ddd9cf61e774e8af122,14,,,,
0ae620944412bde5a4698049c2bbd3af,14,,,,
0ae8662d977c0bdcb68f704be748f065,14,,,,
0aebd7e296fbaae90a154e7989cb7e06,14,,,,
0aee36a63b071c37c1d647d931c7a833,14,,,,
0b029c678b0391bea96cfcc7116b83a1,14,,,,
0b02aeb680984f6bee2fbd517f1fa6d4,14,,,,
0b0c71f182ad71d65d0425f6c9008f94,14,,,,
0b0fa9da5382959b802284f725a2ce30,14,,,,
0b11cf6759b6b31a11d71ad38ed4d3c5,14,,,,
0b154484e0e38928fc1c0dbfda760ea6,14,,,,
0b1ac7f8267aa361183b90592618945f,14,,,,
0b25caa22ea240d779eec6b3d48fac59,14,,,,
0b357271846b8fc4d32dd774b74bf276,14,,,,
0b36cce0b170c34b8c11fd15b42324b2,14,,,,
0b4544da6ef4599354ad4a0a4008722e,14,,,,
0b4729e08dbd4e916a32804f943853f2,14,,,,
0b4bfa8697aa6c71b86ee112bd775b24,14,,,,
0b5b42c2920b109c7c876c6ddfcf8df8,14,,,,
0b5d222662dfa80d7ba8b101bb88e20c,14,,,,
0b69b0af56333c2aa5afdce741f50ad9,14,,,,
0b6c10e0cd5868289d11c20da87410b8,14,,,,
0b78363604f4d81c3e27f90bd3066df6,14,,,,
0b80286547650e8b2686d9a8b8fcc5b1,14,,,,
0b805259394307f01adc87b57b704602,14,,,,
0b80aaae33916b6c56b4308584cd67c0,14,,,,
0b817af78ed58aad2612c0211b5878ec,14,,,,
0b8c73a84bc8b5f1a11b27619c1bd8a3,14,,,,
0b9a96125c03add5610316081f13aa2e,14,,,,
0b9dd99214ab1ef052cdfd62fdfe82c4,14,,,,
0ba74ac32c808042eb0044c4871c8562,14,,,,
0bd02888a92ad8428c8ec8ed971eab12,14,,,,
0bd8e34912a6344fc3962b39d6e46a7e,14,,,,
0bdadb23e846f9c247d3ea571f63913d,14,,,,
0bdb1109dfa8f6f0f3a8c4fad249506c,14,,,,
0be5a5e29dc5f2198fbe447697fb3c95,14,,,,
0be975f6809d71a7011deca1f94ce752,14,,,,
0beb82d4e1d220c7126945d38106b244,14,,,,
0bf07e1bacd4a1c2c9b62960445fc0c6,14,,,,
0bf74ccc6888feb5cc717241a5c826ce,14,,,,
0c10e24ffcce63d46228582367bc1377,14,,,,
0c23a87d02f786638b415021cb5e6278,14,,,,
0c285f4a92ac064b0fc85f3aa01e48f7,14,,,,
0c2b96e2f30e34dd68b2075b83b0db25,14,,,,
0c2f4f06949e3ae5901158ac5cc2bc8e,14,,,,
0c373b6fd7836eb3f31de84e6d0082c9,14,,,,
0c402b0f68dfb6cf6d8045526736d425,14,,,,
0c4030b724bc12b38f4bbe54a3952056,14,,,,
0c450f19114239e20978f5eeea14774d,14,,,,
0c469843f3e05f73485ef54a73967a81,14,,,,
0c4a6bc602d1d207f217212c68a7131b,14,,,,
0c636320c819477ec9fb4c221243b77b,14,,,,
0c66bc8c1a075aa73587891644fbb032,14,,,,
0c698358c936351c9a1dd79d3d89aabf,14,,,,
0c75be7070d22662ecf98dda0ea724b5,14,,,,
0c7bf87c0c415d3226451214c5b382b1,14,,,,
0c7ec6273560d99990a18daa57da8ed8,14,,,,
0c7fd5b900fba01294ce9cf71d15ff9b,14,,,,
0c886a47fffd9803200f2ff55db54a09,14,,,,
0c8878df2a566fd017170ebde56cc92a,14,,,,
0c8c247e84a3c4fe4d40846bdeac105f,14,,,,
0c905a2041221b381916c89354e0359d,14,,,,
0c9349523719ed8208d219a3eb386021,14,,,,
0ca78778307cacb62fc7d0d5f8ff579d,14,,,,
0caa65414aa060e40650c4614d122578,14,,,,
