image_id,PredictionString
fed370b0c413ea8bb9881636a6018ed2,0 0.9999412894248962 858.0 764.0 1123.0 1068.0 3 0.5243421792984009 454.0 1351.0 1785.0 1842.0 7 0.19435849785804749 998.0 1633.0 1475.0 1919.0 11 0.12641482055187225 581.0 309.0 1034.0 510.0 5 0.11472765356302261 1213.0 994.0 1833.0 1808.0 9 0.08151035755872726 1028.0 1617.0 1519.0 1916.0 6 0.04360556975007057 999.0 1650.0 1406.0 1936.0 10 0.02998402528464794 1146.0 1572.0 1440.0 1930.0 
3db534bf69409b385d0278eb677d9b62,3 0.5085122585296631 344.0 1704.0 1144.0 2034.0 0 0.41024065017700195 784.0 871.0 954.0 1075.0 9 0.1125921905040741 272.0 820.0 366.0 925.0 10 0.05968619883060455 941.0 2114.0 1034.0 2263.0 
2d106d30e4ddce3aca77d00715c8a655,0 0.9999942779541016 652.0 785.0 859.0 1059.0 3 0.9932098388671875 417.0 1454.0 1190.0 1735.0 
da01eec65d8c0cd330612b514627c6cb,0 0.9354145526885986 1156.0 854.0 1429.0 1176.0 3 0.025916116312146187 434.0 1823.0 1638.0 2332.0 
2ce93e10c745a4e18901ae37073bc29e,
6100bc75e0a668c382d92d5eb9038076,0 0.9999858736991882 772.0 603.0 983.0 816.0 3 0.9982382655143738 416.0 1146.0 1266.0 1399.0 8 0.22009751200675964 1524.0 358.0 1611.0 450.0 9 0.048781439661979675 1506.0 372.0 1620.0 463.0 2 0.04466957971453667 1508.0 368.0 1622.0 463.0 12 0.03140682354569435 456.0 278.0 819.0 557.0 
ec9bb4e880f135642dbb5f38d4a6d16b,12 0.4479377865791321 1341.0 488.0 2057.0 1924.0 1 0.37967753410339355 1647.0 876.0 2003.0 1742.0 4 0.27066242694854736 1743.0 919.0 2056.0 1734.0 9 0.2578352987766266 1032.0 555.0 2224.0 1971.0 7 0.20037172734737396 1686.0 827.0 2106.0 1750.0 12 0.053381867706775665 1590.0 809.0 1925.0 1539.0 8 0.03382589668035507 1777.0 944.0 2047.0 1679.0 
ff9fcc4087ed5e941209aa3fa948e364,0 0.9974037408828735 812.0 697.0 1093.0 1009.0 3 0.7714551687240601 354.0 1392.0 1233.0 1708.0 9 0.05916839838027954 177.0 2641.0 388.0 2828.0 
859b2897036f5ebf281996b5c3ed5571,6 0.1275840550661087 1420.0 364.0 1630.0 707.0 7 0.09804465621709824 1419.0 368.0 1614.0 699.0 11 0.07010804116725922 484.0 344.0 751.0 419.0 
171388f8091a33de18fa9def04b01042,3 0.9846467971801758 612.0 1790.0 1487.0 2128.0 0 0.3856889307498932 944.0 842.0 1181.0 1100.0 
20614fb1b38f8b6d81830b92068b19e7,7 0.6763985753059387 101.0 799.0 619.0 1609.0 6 0.6129973530769348 270.0 592.0 828.0 1205.0 7 0.6127508878707886 1344.0 588.0 1560.0 1076.0 4 0.5941281914710999 69.0 1006.0 452.0 1478.0 11 0.5173030495643616 1113.0 401.0 1201.0 448.0 6 0.1728019118309021 78.0 785.0 587.0 1544.0 8 0.14069132506847382 63.0 698.0 438.0 1629.0 4 0.08643565326929092 134.0 669.0 770.0 1576.0 1 0.06618621200323105 93.0 871.0 447.0 1542.0 8 0.03325943648815155 1321.0 650.0 1597.0 1002.0 9 0.0313681960105896 430.0 941.0 566.0 1212.0 7 0.031011857092380524 1727.0 694.0 1988.0 1054.0 8 0.029592249542474747 344.0 824.0 686.0 998.0 
6f04094bb30e028d5ae7dba96788e9dd,3 0.9976967573165894 601.0 1669.0 1719.0 2154.0 0 0.5563257336616516 931.0 781.0 1279.0 1124.0 7 0.2198708951473236 1641.0 719.0 1708.0 799.0 9 0.19787073135375977 379.0 1199.0 890.0 2524.0 7 0.11285533010959625 0.0 1425.0 403.0 1963.0 5 0.03701046481728554 12.0 1270.0 656.0 2009.0 8 0.02692621387541294 1107.0 1997.0 1192.0 2115.0 
b35f68168336f1cda4ccc227655cfb80,9 0.2873883545398712 1189.0 2145.0 1891.0 2601.0 5 0.20132987201213837 1288.0 2125.0 1757.0 2627.0 9 0.10314857959747314 1420.0 2230.0 1651.0 2590.0 3 0.08421192318201065 789.0 1989.0 2003.0 2563.0 9 0.08370760083198547 220.0 1995.0 1174.0 2993.0 9 0.07600539922714233 525.0 726.0 771.0 1026.0 7 0.04743499308824539 560.0 730.0 713.0 1030.0 7 0.0464521162211895 1431.0 2263.0 1633.0 2565.0 
07fecb6f57a3d452c4764b1013740141,0 0.9999552369117737 807.0 689.0 1082.0 984.0 3 0.9998654127120972 480.0 1326.0 1480.0 1634.0 2 0.02834487147629261 955.0 727.0 1008.0 866.0 
f06b3e9d9422ea8de3b22d5db99913f5,
fe07298fa1a9109de51c57e56a202df3,3 0.9762409925460815 329.0 1297.0 1162.0 1650.0 0 0.08839766681194305 374.0 655.0 943.0 1394.0 9 0.02810894325375557 0.0 1478.0 175.0 1852.0 
2b004c4cb35e703a7b28d5f3d80ac310,7 0.42189088463783264 252.0 1010.0 844.0 2101.0 4 0.3551477789878845 251.0 1168.0 776.0 2009.0 7 0.2165198177099228 1180.0 811.0 1721.0 2302.0 11 0.1609734147787094 2414.0 610.0 2488.0 849.0 8 0.12086877226829529 174.0 1394.0 533.0 1854.0 9 0.07739588618278503 267.0 1138.0 783.0 2145.0 5 0.05819274112582207 262.0 776.0 880.0 2166.0 12 0.03533228114247322 1379.0 2037.0 1623.0 2310.0 7 0.03173293173313141 163.0 1377.0 530.0 1868.0 5 0.025913966819643974 161.0 1369.0 545.0 1888.0 
59779a96f5abd70d14a67ebdd4502d60,3 0.9891024231910706 699.0 1219.0 1468.0 1511.0 0 0.976183295249939 928.0 641.0 1099.0 877.0 
89712ddf9e0bcf39f38d7fb0c174b316,3 0.7707786560058594 686.0 1485.0 1880.0 2067.0 0 0.47240936756134033 939.0 647.0 1735.0 1459.0 2 0.30846741795539856 1165.0 627.0 1685.0 1251.0 8 0.23657257854938507 1185.0 612.0 1859.0 1471.0 7 0.2167350947856903 1367.0 1303.0 1956.0 2002.0 0 0.142717182636261 991.0 905.0 1338.0 1271.0 9 0.11190126836299896 1130.0 374.0 2311.0 2115.0 3 0.08709201961755753 791.0 454.0 2212.0 2373.0 2 0.08372725546360016 1017.0 936.0 1262.0 1285.0 3 0.049261923879384995 1125.0 506.0 1754.0 1369.0 7 0.038211122155189514 1509.0 498.0 2052.0 1627.0 
f890e83cfa9198db05bc36b3ffc14c4d,3 0.9987630844116211 712.0 1612.0 1938.0 1972.0 5 0.28035441040992737 0.0 1205.0 547.0 1949.0 0 0.27694520354270935 1101.0 861.0 1355.0 1167.0 6 0.14165164530277252 0.0 1321.0 476.0 1914.0 5 0.10658425837755203 1449.0 901.0 1958.0 1953.0 11 0.03357410430908203 1159.0 2043.0 1252.0 2269.0 
43f36cac2950bc05f18187f0b1a7670e,0 0.8000842928886414 984.0 717.0 1195.0 973.0 3 0.03196175396442413 485.0 1372.0 1518.0 2005.0 
14d7ac411bb2c8faf13ae0de31e4cf7a,0 0.9968003034591675 823.0 898.0 1048.0 1146.0 11 0.3850638270378113 625.0 376.0 1010.0 487.0 
7707509ad13c3c9d41d2417ef8fecaa6,
0c803c4810a8c5ec362f5d4504489431,11 0.8151818513870239 676.0 521.0 837.0 585.0 3 0.7222331762313843 698.0 1641.0 1525.0 1946.0 7 0.03331660479307175 700.0 534.0 813.0 592.0 
b460bd8e31516f538e866724f62b0e53,0 0.9999853372573853 892.0 700.0 1113.0 932.0 3 0.7665510177612305 531.0 1348.0 1371.0 1709.0 11 0.1655523180961609 709.0 429.0 873.0 470.0 8 0.033478621393442154 1234.0 1228.0 1364.0 1387.0 11 0.025466540828347206 1127.0 389.0 1190.0 459.0 
77fb6e22acdafb6900fd7624feefd953,0 0.9692209959030151 851.0 518.0 1132.0 839.0 3 0.905120849609375 506.0 1101.0 1558.0 1555.0 
75c2894e7a12b8f12d35b1c02ab383f6,8 0.16199132800102234 1016.0 434.0 1471.0 1760.0 9 0.11809802800416946 280.0 1154.0 525.0 1904.0 5 0.11325504630804062 1024.0 490.0 1440.0 1834.0 7 0.08989623934030533 1014.0 480.0 1489.0 1853.0 7 0.050103671848773956 12.0 995.0 440.0 1864.0 
0764ce517782604a7b81bb6e17c798e9,3 0.3309500217437744 369.0 1596.0 1392.0 2078.0 11 0.031236931681632996 1342.0 389.0 1516.0 433.0 11 0.027491644024848938 1449.0 370.0 1757.0 449.0 7 0.026883266866207123 2341.0 1170.0 2501.0 1513.0 
20d208807c641afba1698d8f35aa8713,0 0.999996542930603 1206.0 1018.0 1566.0 1425.0 3 0.9998889565467834 857.0 1998.0 2051.0 2380.0 7 0.3370376527309418 516.0 1169.0 859.0 1768.0 7 0.19758924841880798 201.0 1725.0 610.0 2272.0 5 0.14865028858184814 216.0 1673.0 643.0 2275.0 6 0.06556189060211182 217.0 1713.0 622.0 2280.0 
ea93703162b05a5c8acf2e18c2f69acf,7 0.5255787372589111 4.0 1547.0 389.0 2112.0 11 0.1458582580089569 757.0 299.0 1117.0 375.0 5 0.045424509793519974 0.0 1416.0 400.0 2083.0 
cdb9c0046cc8f9e32fcafc5517000525,10 0.3166711628437042 411.0 2431.0 519.0 2773.0 5 0.05789154767990112 1562.0 886.0 1951.0 1971.0 
038f69f3cf0aaa00c9d7337be434f316,7 0.47714555263519287 1938.0 1553.0 2264.0 1972.0 11 0.4668046832084656 653.0 609.0 831.0 702.0 9 0.2976755201816559 1936.0 1537.0 2290.0 1974.0 9 0.29564279317855835 709.0 1896.0 1099.0 2397.0 4 0.06658551841974258 1942.0 1560.0 2308.0 2025.0 8 0.04592610150575638 1923.0 1597.0 2226.0 1964.0 1 0.029861602932214737 1931.0 1536.0 2311.0 2014.0 
2204fe4a8d1b984f7b6b9951e5f11c79,9 0.494559645652771 879.0 87.0 2094.0 2388.0 7 0.2149021476507187 335.0 536.0 727.0 1030.0 9 0.18370777368545532 308.0 512.0 731.0 1003.0 5 0.14279405772686005 197.0 392.0 753.0 1406.0 5 0.1136152520775795 1046.0 318.0 1935.0 2302.0 8 0.09733308851718903 1122.0 657.0 1779.0 1713.0 2 0.03952527791261673 1172.0 691.0 1716.0 1571.0 
20c2fc9d1babf3f47d4bf2e2d4fa0d2c,0 0.9999384880065918 931.0 686.0 1199.0 936.0 3 0.9973558783531189 496.0 1563.0 1564.0 2054.0 
eb2597bd5418c1159fea819aa03c29fa,3 0.9994195103645325 415.0 1327.0 1382.0 1630.0 
9e03f33a5f100880b2d2bdfbc46b7b72,0 0.9999119639396667 1058.0 1098.0 1321.0 1454.0 5 0.05137781798839569 1205.0 1019.0 1692.0 2160.0 
5d74f8fd78068c30775dc2c98790e8b9,0 0.9999052882194519 1001.0 725.0 1427.0 1231.0 3 0.8379494547843933 402.0 1681.0 1670.0 2122.0 5 0.14875493943691254 1281.0 776.0 1893.0 2269.0 11 0.034828752279281616 1652.0 339.0 1888.0 441.0 9 0.03295528143644333 1161.0 591.0 1906.0 2384.0 
56cb181941ae9b45448469cc0e420ba7,3 0.8606958389282227 546.0 1560.0 1480.0 2048.0 0 0.48429298400878906 865.0 928.0 1088.0 1201.0 9 0.028693214058876038 764.0 1893.0 1443.0 2369.0 
6e911d2832e14bb624a486bea52220d6,0 0.9999956488609314 1005.0 583.0 1315.0 970.0 3 0.999200701713562 557.0 1511.0 1678.0 1864.0 5 0.08829411119222641 11.0 811.0 539.0 1854.0 
fcb5a0f8641a4e607de596e96eebca8a,3 0.8699997663497925 336.0 1718.0 1298.0 2069.0 0 0.8277835845947266 738.0 931.0 977.0 1321.0 8 0.19922441244125366 710.0 1641.0 1165.0 2052.0 9 0.18604740500450134 621.0 1717.0 1346.0 2138.0 7 0.1547412872314453 0.0 1534.0 110.0 1897.0 6 0.14875994622707367 5.0 1476.0 140.0 1921.0 7 0.0679907500743866 661.0 1560.0 1094.0 2053.0 11 0.05357528477907181 446.0 490.0 562.0 611.0 8 0.03666951507329941 901.0 1840.0 1056.0 2028.0 9 0.03267434239387512 1548.0 1064.0 1715.0 1360.0 0 0.026709044352173805 437.0 1623.0 1194.0 2083.0 4 0.026168078184127808 778.0 1573.0 1185.0 2038.0 
9b41c13ac918adcc1261f750a1d61b40,3 0.12681977450847626 1084.0 1607.0 1982.0 2116.0 11 0.059421006590127945 547.0 434.0 824.0 554.0 8 0.05587247014045715 2003.0 1240.0 2169.0 1431.0 
faf31cf12d432065854dc97944072e2a,3 0.998121976852417 636.0 1380.0 1693.0 1624.0 0 0.7608028650283813 989.0 535.0 1343.0 927.0 3 0.09110303968191147 970.0 525.0 1308.0 897.0 
8f4074350997e3cac1a8714363ce4069,3 0.9997948408126831 637.0 1430.0 1596.0 1777.0 8 0.025997372344136238 1995.0 602.0 2061.0 712.0 
25f92d35866a758f4175812fe3f7f47c,0 0.6082944869995117 978.0 652.0 1258.0 994.0 0 0.574146032333374 1166.0 648.0 1406.0 928.0 5 0.3485897481441498 1509.0 476.0 2035.0 1421.0 9 0.2928692102432251 1486.0 487.0 2116.0 1372.0 7 0.22829338908195496 2251.0 598.0 2685.0 1209.0 8 0.16581173241138458 1552.0 491.0 2032.0 1229.0 0 0.08776328712701797 817.0 767.0 1117.0 1015.0 5 0.034322261810302734 2138.0 571.0 2692.0 1204.0 
341f942a70c16113f7b1c93c9ca9afb1,3 0.9940645694732666 528.0 1733.0 1611.0 2191.0 0 0.03678564354777336 883.0 936.0 1139.0 1203.0 
d0ab6e17c2e03b8b73a2358cfc50a963,7 0.25171399116516113 1226.0 688.0 1387.0 909.0 9 0.1896626353263855 631.0 584.0 926.0 1346.0 8 0.11733123660087585 1237.0 706.0 1377.0 847.0 6 0.07031188160181046 1220.0 703.0 1374.0 901.0 9 0.04965093359351158 1301.0 685.0 1422.0 834.0 2 0.027100304141640663 1263.0 696.0 1410.0 854.0 
002a34c58c5b758217ed1f584ccbcfe9,3 0.9991766214370728 570.0 1184.0 1582.0 1596.0 11 0.5863263607025146 1324.0 287.0 1607.0 356.0 0 0.5668126344680786 766.0 683.0 1016.0 995.0 
548cf3241eba5f1482caac5fbc0b9fee,11 0.9838558435440063 952.0 180.0 1401.0 329.0 11 0.40834712982177734 1805.0 234.0 2250.0 405.0 5 0.32993224263191223 1309.0 1243.0 1739.0 2247.0 
ab0272eeb4b1d71bb816b39fb872f817,11 0.2553117573261261 481.0 286.0 718.0 336.0 7 0.2039879560470581 6.0 1218.0 149.0 1663.0 6 0.027646176517009735 3.0 1204.0 158.0 1659.0 12 0.02621961012482643 1190.0 314.0 1418.0 456.0 
e0cb6328956c1b3b7f70c970cb9dcca7,
a6fd708c49961e31f03d1c0423a26b73,0 0.690998911857605 1083.0 570.0 1392.0 968.0 7 0.6248173713684082 725.0 247.0 949.0 822.0 7 0.4729408621788025 20.0 790.0 417.0 1211.0 3 0.2981078326702118 444.0 1124.0 1521.0 1652.0 9 0.28876161575317383 822.0 246.0 1225.0 1299.0 6 0.16187076270580292 51.0 813.0 382.0 1200.0 0 0.13235244154930115 754.0 537.0 1592.0 1481.0 9 0.12910877168178558 782.0 1102.0 1368.0 2194.0 8 0.10355953872203827 850.0 794.0 1313.0 1174.0 4 0.09499242156744003 31.0 815.0 381.0 1205.0 9 0.08244475722312927 181.0 1245.0 603.0 2724.0 8 0.06547904014587402 727.0 567.0 1385.0 2072.0 10 0.06025392562150955 788.0 1009.0 1332.0 2377.0 5 0.04501152038574219 42.0 738.0 484.0 1231.0 7 0.028600940480828285 873.0 1235.0 1343.0 2324.0 
bdd762b3c87ea8261290c6f2825ddcf0,0 0.9960318803787231 777.0 621.0 993.0 916.0 
dc2cf5d5d0c04cabed09513c44ede6d4,0 0.9999366998672485 984.0 684.0 1311.0 995.0 3 0.9976364374160767 626.0 1688.0 1703.0 2101.0 
805adafed138091a3781447c33e1a600,0 0.9998539686203003 742.0 741.0 979.0 1059.0 3 0.6579974889755249 298.0 1528.0 1106.0 1883.0 9 0.04646827280521393 1546.0 587.0 1606.0 723.0 11 0.04509737715125084 640.0 436.0 905.0 519.0 9 0.032950494438409805 1015.0 1391.0 1110.0 1472.0 
c390e5919988358ba2aaf0b7acd2c7b9,8 0.13450467586517334 301.0 615.0 498.0 834.0 7 0.13110288977622986 300.0 582.0 493.0 862.0 9 0.10677772015333176 298.0 616.0 487.0 834.0 
7a4af4d5b559ac1a4f9dd849c0aec107,0 0.8918485641479492 756.0 690.0 987.0 956.0 3 0.4298698306083679 472.0 1406.0 1435.0 1780.0 9 0.033094435930252075 341.0 281.0 892.0 1960.0 
16e2409846b221679644329b0b682617,0 0.9999454021453857 738.0 656.0 1037.0 920.0 3 0.6770488619804382 436.0 1165.0 1322.0 1497.0 7 0.28980231285095215 21.0 791.0 420.0 1338.0 6 0.2841985523700714 24.0 780.0 398.0 1361.0 7 0.052279625087976456 202.0 511.0 555.0 1059.0 
cc45b918922f7a10cd90b6f30e2f9580,3 0.9753718376159668 424.0 1432.0 1185.0 1763.0 6 0.7052502632141113 205.0 639.0 622.0 1050.0 7 0.47231873869895935 136.0 565.0 605.0 1320.0 11 0.44477400183677673 756.0 509.0 1011.0 615.0 5 0.10793914645910263 152.0 503.0 591.0 1478.0 8 0.09498804062604904 135.0 511.0 539.0 1507.0 12 0.08405712246894836 749.0 517.0 1017.0 640.0 9 0.08140242844820023 106.0 493.0 615.0 1587.0 4 0.04670020565390587 203.0 666.0 571.0 1101.0 1 0.036233194172382355 756.0 515.0 1007.0 643.0 7 0.02818468026816845 1416.0 522.0 1638.0 857.0 11 0.02807166427373886 1319.0 501.0 1713.0 584.0 
25d536e3c96e22c7c258d2ed859c304a,3 0.9727979898452759 702.0 1493.0 1780.0 1968.0 11 0.07569403946399689 1003.0 364.0 1244.0 468.0 5 0.05000711977481842 1151.0 1598.0 1544.0 2040.0 
0e7c94db444735ae4b8dfc72ae62ff3e,3 0.9993085265159607 490.0 1227.0 1282.0 1477.0 7 0.4250949025154114 426.0 457.0 692.0 755.0 8 0.20039339363574982 389.0 485.0 684.0 748.0 9 0.1760401427745819 408.0 463.0 682.0 753.0 11 0.10452134907245636 672.0 390.0 815.0 542.0 6 0.06981250643730164 340.0 463.0 706.0 725.0 2 0.061018601059913635 332.0 454.0 707.0 751.0 12 0.055687982589006424 0.0 1138.0 148.0 1942.0 
44a61046e125f744ab317d7a463fbd9b,0 0.6948296427726746 1072.0 746.0 1372.0 1044.0 5 0.24257108569145203 1370.0 849.0 1964.0 1986.0 
62e12180474ea235f3e915afb79b1aaa,0 0.9999405741691589 1018.0 856.0 1396.0 1262.0 11 0.514877438545227 1926.0 397.0 2112.0 465.0 3 0.1794283390045166 364.0 1878.0 1549.0 2540.0 5 0.11364325881004333 1312.0 600.0 2145.0 2613.0 9 0.026533864438533783 65.0 871.0 705.0 2621.0 
1797ac887e393a0e25ebb44b3125f0c1,0 0.9999728202819824 841.0 668.0 1066.0 935.0 3 0.9903162121772766 513.0 1420.0 1432.0 1661.0 5 0.19339247047901154 1011.0 1349.0 1279.0 1678.0 9 0.12406025826931 241.0 1039.0 344.0 1141.0 7 0.08955743908882141 1001.0 1359.0 1258.0 1643.0 6 0.055879585444927216 982.0 1347.0 1297.0 1683.0 11 0.051356568932533264 324.0 432.0 430.0 541.0 8 0.03903379663825035 242.0 1039.0 343.0 1142.0 5 0.029706638306379318 29.0 803.0 483.0 1584.0 
36a77e1a171a23bfd214fe07fc90ea2b,3 0.8406085968017578 328.0 1788.0 1369.0 2261.0 
