image_id,PredictionString
0a8dc3de200bc767169b73a6ab91e948,3 0.9985752105712891 522 1226 1410 1620 8 0.06594434380531311 77 1142 249 1308 9 0.17324981093406677 83 1108 248 1395 
0aa034371e578904c6789c08e4118733,3 0.9996973276138306 624 1421 1707 1704 
0aa43b52e98700f8696bf36c10a76cea,14 1 0 0 1 1
0aed23e64ebdea798486056b4f174424,0 0.9676035642623901 890 766 1145 1069 3 0.9041099548339844 387 1581 1394 2107 4 0.07186698913574219 1082 1125 1358 1596 4 0.06560702621936798 0 1194 221 1785 5 0.06169343367218971 1008 1005 1457 2003 6 0.08840828388929367 1068 1137 1367 1649 6 0.058114007115364075 0 1188 192 1822 7 0.9678735136985779 0 1138 196 1843 7 0.8133828043937683 0 1132 429 1723 7 0.16969957947731018 0 1275 122 1875 7 0.16614040732383728 73 619 857 2015 7 0.15627464652061462 1051 1165 1358 1609 8 0.1307663917541504 1779 1340 2255 2139 8 0.06770521402359009 1096 1160 1358 1590 9 0.14508484303951263 10 1020 378 1819 9 0.142377108335495 132 832 630 2145 9 0.13530509173870087 939 1140 1370 1667 9 0.08263908326625824 364 766 1365 2177 
0aee8c95a5c040407100c1b7dda552ef,0 0.504517138004303 1024 735 1291 1121 9 0.11372832208871841 1429 494 1674 714 9 0.05377274751663208 952 515 1225 1113 
0af6decdf00b39d4cd1d35466bd3dff9,5 0.20927147567272186 185 1598 487 2282 9 0.05733843520283699 194 1646 495 2376 
0af8628f5cbe0786db483a10934d1be5,0 0.21270938217639923 818 643 1005 894 3 0.9990659356117249 494 1197 1326 1549 7 0.14743191003799438 614 313 721 479 9 0.6797738671302795 609 326 716 477 9 0.23146311938762665 624 345 687 471 
0b11df4854ce5671a6abcac2c43b0590,14 1 0 0 1 1
0b16787b884e51fec691c45ca92c884b,0 0.0506422184407711 774 734 1460 1271 3 0.9725248217582703 509 1645 1491 2116 8 0.06755238771438599 903 820 1227 1200 
0b1f7b86b0ddb459fb779c6d473d96ad,0 0.9899159073829651 759 850 965 1120 
0b2105548746dc55aa03324d07e2a2ed,11 0.45971620082855225 1264 276 1579 381 11 0.06778434664011002 1212 259 1532 468 
0b2cc81ad04ca2e91f2a8626b645cad8,0 0.9999977350234985 937 698 1216 988 9 0.2830011248588562 1074 1733 1247 1991 
0b3f7238925b27dfb99c7e53a6db52c7,7 0.08688243478536606 137 522 720 2035 7 0.05498720705509186 1698 509 1974 1154 9 0.13341930508613586 1694 547 1975 1145 9 0.05415567755699158 929 719 1580 2411 10 0.09475041925907135 1364 1891 1551 2169 
0b4888cfca12e55c3020026d4a0c33a4,14 1 0 0 1 1
0b4e8de571c66cf889f2beb35182974b,3 0.39191290736198425 312 1474 1121 1834 
0b7b8344c7c39373cfddf21a7339f206,0 0.9999778270721436 665 891 934 1223 3 0.9973823428153992 326 1661 1328 1965 11 0.5198606848716736 369 649 565 689 11 0.47959500551223755 398 620 590 693 
0b877b934aada3284ac13cfa74b5419c,3 0.9874655604362488 641 1462 1634 1861 
0b8ec8f17db23936e86de9ca3f36d206,9 0.0865602195262909 1560 1518 1866 2059 9 0.0864344984292984 1513 1705 1754 2028 10 0.3932371735572815 1519 1693 1742 2040 11 0.9429098963737488 1204 442 1518 530 
0b9f58b6f12a231738723f4d2dda0312,3 0.9973031282424927 653 1417 1783 1744 
0bfd35d7f2b63b1ef799fefb18605191,0 0.9444960951805115 1213 681 1581 963 3 0.9067317843437195 764 1389 1869 2083 9 0.19130411744117737 1142 187 1446 1051 
0c0097d1ce174bc3bd6a0268b01ea90f,3 0.7688230276107788 685 1451 1615 2063 11 0.05279305577278137 1629 452 1773 587 
0c03e73d43ad216fb293bdb7666439be,0 0.975002110004425 681 508 873 790 11 0.13694338500499725 1187 131 1341 160 
0c0b8e98262a662c362929aa60e6bed9,14 1 0 0 1 1
0c15e19c74ef8ddd9bed0a4fc7f4b5a8,8 0.05772528052330017 1611 564 1687 633 9 0.8090120553970337 19 1083 283 1427 9 0.2196972668170929 1010 1006 1114 1200 9 0.07137832790613174 493 496 729 1418 
0c187ebe652499a7e28fd93da2e42ebb,3 0.07028967887163162 592 1122 1402 1532 5 0.14841583371162415 945 964 1333 1537 6 0.3130141496658325 920 976 1299 1497 7 0.8643270134925842 16 437 501 1515 7 0.4043048918247223 67 1004 465 1423 7 0.05922585353255272 900 954 1365 1498 9 0.10473352670669556 259 847 400 1159 9 0.08004593104124069 960 961 1354 1554 
0c26e997c79d2a3149cf1a62c9444554,10 0.0604463666677475 959 2637 1145 2741 11 0.1263681799173355 1815 510 2014 667 
0c5bc5fdf756d1251e431c9281349376,3 0.05145389959216118 387 1375 1312 1836 9 0.4943419098854065 0 1637 315 2425 
0c6036df3708fe77c1c76498240d6774,0 0.9999603033065796 747 707 1014 1016 3 0.9998923540115356 527 1457 1320 1769 7 0.0650351420044899 53 586 585 1687 
0c6f7b76bcc012fc5a9af4470f735aba,0 0.9968101382255554 1125 704 1352 974 5 0.49714553356170654 1353 555 2123 2209 
0c785dff51447d6e689e15dcfe10c8e2,0 0.9930408000946045 789 685 1025 962 4 0.32522115111351013 229 546 584 1061 4 0.13513492047786713 264 411 795 1035 7 0.8913967609405518 340 388 803 966 8 0.33375468850135803 248 495 644 1031 11 0.16224327683448792 1307 432 1459 509 
0c803c4810a8c5ec362f5d4504489431,3 0.7855461835861206 690 1643 1534 1951 11 0.7360000610351562 681 523 829 586 
0c84dad44979c3a7777a8f4f4d9f5f7a,0 0.9999929666519165 1117 694 1399 1006 3 0.9973581433296204 647 1541 1885 1966 5 0.11884776502847672 1475 569 2256 2081 5 0.07168188691139221 178 522 894 1749 9 0.11720087379217148 0 1725 446 2410 
0c8cb29888d314a0a8cfd0f8278af74c,0 0.9964312314987183 1061 867 1337 1151 3 0.9969725608825684 657 1740 1733 2253 
0c9ba9fe4ff5e339f3a71d1a58824392,0 0.3093034029006958 1064 552 1286 770 
0cadc7fd92caf5c27d7ce718d089897d,0 0.9997637867927551 884 773 1138 1047 2 0.07309364527463913 993 905 1042 982 3 0.9993321299552917 479 1534 1520 1925 10 0.2952074706554413 1175 1880 1262 2074 
0cbb68610a123b21defa9410699b0bb5,0 0.9804317355155945 1191 676 1501 1022 3 0.9982472658157349 747 1352 2046 1780 5 0.14406085014343262 1342 1010 2026 1846 5 0.06274682283401489 1211 1260 1683 1832 
0cc3831c89471998bee7a1fa78d0aa19,0 0.9999892711639404 980 746 1224 998 
0cc5600e54fe599fefce87de375268e3,0 0.9999784231185913 753 870 967 1193 3 0.9162702560424805 475 1569 1228 1803 
0ccde8751e5952ea6bb047378dcbabba,4 0.20314213633537292 97 1238 570 1649 7 0.9086162447929382 98 1095 530 1649 7 0.3283784091472626 222 1122 459 1622 8 0.21137362718582153 51 1102 527 1704 9 0.11522602289915085 1004 1683 1195 1893 10 0.28669390082359314 1079 1668 1227 1893 11 0.46576306223869324 1030 1695 1201 1899 
0cd194f171015c0eb824a1bd057f440b,0 0.9999903440475464 806 781 1152 1110 3 0.47305238246917725 398 1588 1515 2022 
0ce1b656d171e2e760340f29f4a064e9,3 0.06669515371322632 315 1688 1251 2267 8 0.10544434189796448 2157 793 2233 887 9 0.43919578194618225 615 444 780 849 9 0.19519732892513275 569 411 829 722 11 0.4159146547317505 1692 375 1809 438 
0ce3ae82d1f5c69f253432c5ec47c1be,0 0.9919801950454712 1466 622 1727 885 3 0.19545674324035645 937 1360 1858 1810 
